,rowID,studyID,arm_id,arm_des,country,city,special_pop_description,special_pop,pub_year,author,doi,sample_collection_startyear,sample_collection_startmo,sample_collection_endyear,sample_collection_endmo,pop_vac,age_min,age_max,isolate_type,isolate_col,method_1,method_2,criteria,criteria_specify,drug_class,drug,serotype,serotype_isolates,no_ns,no_res,no_res_sub,no_int,no_sus,perc_ns,perc_res,perc_int,perc_sus,gbd_coding,region,region_code,super_region,super_region_code,country_caps,country_lc,country_spaces,ISO_code,gavi,who_region,world_bank,intro_status,program_type,intro_date,current_formula,switch_date,current_formula_start,current_formula_end,product_switch,product_switch_details,old_formula,old_formula_start,old_formula_end,intro_year
345,75,1462,B,2009-2010,China,Hong Kong,,0,2011,Ho PL,10.1016/j.diagmicrobio.2011.09.006,2009,9,2010,4,varies,2,6,0,1,2,NA,1,NA,penicillin,Penicillin,6C,27,16,,27,NA,NA,0.592592593,NA,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
346,76,1462,B,2009-2010,China,Hong Kong,,0,2011,Ho PL,10.1016/j.diagmicrobio.2011.09.006,2009,9,2010,4,varies,2,6,0,1,2,NA,1,NA,penicillin,Penicillin,23A,19,15,,19,NA,NA,0.789473684,NA,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
347,77,1462,B,2009-2010,China,Hong Kong,,0,2011,Ho PL,10.1016/j.diagmicrobio.2011.09.006,2009,9,2010,4,varies,2,6,0,1,2,NA,1,NA,penicillin,Penicillin,15B,9,2,,9,NA,NA,0.222222222,NA,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
348,78,1462,B,2009-2010,China,Hong Kong,,0,2011,Ho PL,10.1016/j.diagmicrobio.2011.09.006,2009,9,2010,4,varies,2,6,0,1,2,NA,1,NA,macrolide,Erythromycin,4,0,0,,0,NA,NA,NA,NA,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
349,79,1462,B,2009-2010,China,Hong Kong,,0,2011,Ho PL,10.1016/j.diagmicrobio.2011.09.006,2009,9,2010,4,varies,2,6,0,1,2,NA,1,NA,macrolide,Erythromycin,6B,75,68,,75,NA,NA,0.906666667,NA,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
350,80,1462,B,2009-2010,China,Hong Kong,,0,2011,Ho PL,10.1016/j.diagmicrobio.2011.09.006,2009,9,2010,4,varies,2,6,0,1,2,NA,1,NA,macrolide,Erythromycin,19F,62,62,,62,NA,NA,1,NA,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
351,81,1462,B,2009-2010,China,Hong Kong,,0,2011,Ho PL,10.1016/j.diagmicrobio.2011.09.006,2009,9,2010,4,varies,2,6,0,1,2,NA,1,NA,macrolide,Erythromycin,23F,41,34,,41,NA,NA,0.829268293,NA,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
352,82,1462,B,2009-2010,China,Hong Kong,,0,2011,Ho PL,10.1016/j.diagmicrobio.2011.09.006,2009,9,2010,4,varies,2,6,0,1,2,NA,1,NA,macrolide,Erythromycin,14,9,9,,9,NA,NA,1,NA,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
353,83,1462,B,2009-2010,China,Hong Kong,,0,2011,Ho PL,10.1016/j.diagmicrobio.2011.09.006,2009,9,2010,4,varies,2,6,0,1,2,NA,1,NA,macrolide,Erythromycin,18C,2,1,,2,NA,NA,0.5,NA,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
354,84,1462,B,2009-2010,China,Hong Kong,,0,2011,Ho PL,10.1016/j.diagmicrobio.2011.09.006,2009,9,2010,4,varies,2,6,0,1,2,NA,1,NA,macrolide,Erythromycin,9V,1,1,,1,NA,NA,1,NA,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
355,85,1462,B,2009-2010,China,Hong Kong,,0,2011,Ho PL,10.1016/j.diagmicrobio.2011.09.006,2009,9,2010,4,varies,2,6,0,1,2,NA,1,NA,macrolide,Erythromycin,3,6,0,,6,NA,NA,0,NA,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
356,86,1462,B,2009-2010,China,Hong Kong,,0,2011,Ho PL,10.1016/j.diagmicrobio.2011.09.006,2009,9,2010,4,varies,2,6,0,1,2,NA,1,NA,macrolide,Erythromycin,19A,8,7,,8,NA,NA,0.875,NA,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
357,87,1462,B,2009-2010,China,Hong Kong,,0,2011,Ho PL,10.1016/j.diagmicrobio.2011.09.006,2009,9,2010,4,varies,2,6,0,1,2,NA,1,NA,macrolide,Erythromycin,6A,41,39,,41,NA,NA,0.951219512,NA,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
358,88,1462,B,2009-2010,China,Hong Kong,,0,2011,Ho PL,10.1016/j.diagmicrobio.2011.09.006,2009,9,2010,4,varies,2,6,0,1,2,NA,1,NA,macrolide,Erythromycin,6C,27,26,,27,NA,NA,0.962962963,NA,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
359,89,1462,B,2009-2010,China,Hong Kong,,0,2011,Ho PL,10.1016/j.diagmicrobio.2011.09.006,2009,9,2010,4,varies,2,6,0,1,2,NA,1,NA,macrolide,Erythromycin,23A,19,19,,19,NA,NA,1,NA,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
360,90,1462,B,2009-2010,China,Hong Kong,,0,2011,Ho PL,10.1016/j.diagmicrobio.2011.09.006,2009,9,2010,4,varies,2,6,0,1,2,NA,1,NA,macrolide,Erythromycin,15B,9,5,,9,NA,NA,0.555555556,NA,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
361,91,1222,,,Italy,"North-West Lombardy, including Milan",,0,2012,Riva E,10.1186/1471-2334-12-106,2008,9,2009,9,NR,0,5,1,2,2,NA,1,NA,penicillin,Penicillin,19A,3,0,,3,NA,NA,0,NA,NA,NA,73,western_europe,8,high_income,1,ITALY,italy,Italy,ITA,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,5/1/05,PCV13,2012,1/1/12,NA,1,7 to 13,PCV7,5/1/05,1/1/12,2005
362,92,1222,,,Italy,"North-West Lombardy, including Milan",,0,2012,Riva E,10.1186/1471-2334-12-106,2008,9,2009,9,NR,0,5,1,2,2,NA,1,NA,penicillin,Penicillin,1,2,0,,2,NA,NA,0,NA,NA,NA,73,western_europe,8,high_income,1,ITALY,italy,Italy,ITA,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,5/1/05,PCV13,2012,1/1/12,NA,1,7 to 13,PCV7,5/1/05,1/1/12,2005
363,93,1222,,,Italy,"North-West Lombardy, including Milan",,0,2012,Riva E,10.1186/1471-2334-12-106,2008,9,2009,9,NR,0,5,1,2,2,NA,1,NA,penicillin,Penicillin,7F,2,0,,2,NA,NA,0,NA,NA,NA,73,western_europe,8,high_income,1,ITALY,italy,Italy,ITA,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,5/1/05,PCV13,2012,1/1/12,NA,1,7 to 13,PCV7,5/1/05,1/1/12,2005
364,94,1222,,,Italy,"North-West Lombardy, including Milan",,0,2012,Riva E,10.1186/1471-2334-12-106,2008,9,2009,9,NR,0,5,1,2,2,NA,1,NA,penicillin,Penicillin,19F,2,0,,2,NA,NA,0,NA,NA,NA,73,western_europe,8,high_income,1,ITALY,italy,Italy,ITA,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,5/1/05,PCV13,2012,1/1/12,NA,1,7 to 13,PCV7,5/1/05,1/1/12,2005
365,95,1222,,,Italy,"North-West Lombardy, including Milan",,0,2012,Riva E,10.1186/1471-2334-12-106,2008,9,2009,9,NR,0,5,1,2,2,NA,1,NA,penicillin,Penicillin,14,1,0,,1,NA,NA,0,NA,NA,NA,73,western_europe,8,high_income,1,ITALY,italy,Italy,ITA,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,5/1/05,PCV13,2012,1/1/12,NA,1,7 to 13,PCV7,5/1/05,1/1/12,2005
366,96,1222,,,Italy,"North-West Lombardy, including Milan",,0,2012,Riva E,10.1186/1471-2334-12-106,2008,9,2009,9,NR,0,5,1,2,2,NA,1,NA,penicillin,Penicillin,23F,1,0,,1,NA,NA,0,NA,NA,NA,73,western_europe,8,high_income,1,ITALY,italy,Italy,ITA,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,5/1/05,PCV13,2012,1/1/12,NA,1,7 to 13,PCV7,5/1/05,1/1/12,2005
367,97,1222,,,Italy,"North-West Lombardy, including Milan",,0,2012,Riva E,10.1186/1471-2334-12-106,2008,9,2009,9,NR,0,5,1,2,2,NA,1,NA,penicillin,Penicillin,12B,1,0,,1,NA,NA,0,NA,NA,NA,73,western_europe,8,high_income,1,ITALY,italy,Italy,ITA,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,5/1/05,PCV13,2012,1/1/12,NA,1,7 to 13,PCV7,5/1/05,1/1/12,2005
368,98,1222,,,Italy,"North-West Lombardy, including Milan",,0,2012,Riva E,10.1186/1471-2334-12-106,2008,9,2009,9,NR,0,5,1,2,2,NA,1,NA,penicillin,Penicillin,15C,1,1,,1,NA,NA,1,NA,NA,NA,73,western_europe,8,high_income,1,ITALY,italy,Italy,ITA,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,5/1/05,PCV13,2012,1/1/12,NA,1,7 to 13,PCV7,5/1/05,1/1/12,2005
369,99,1222,,,Italy,"North-West Lombardy, including Milan",,0,2012,Riva E,10.1186/1471-2334-12-106,2008,9,2009,9,NR,0,5,1,2,2,NA,1,NA,macrolide,Erythromycin,19A,3,1,,3,NA,NA,0.333333333,NA,NA,NA,73,western_europe,8,high_income,1,ITALY,italy,Italy,ITA,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,5/1/05,PCV13,2012,1/1/12,NA,1,7 to 13,PCV7,5/1/05,1/1/12,2005
370,100,1222,,,Italy,"North-West Lombardy, including Milan",,0,2012,Riva E,10.1186/1471-2334-12-106,2008,9,2009,9,NR,0,5,1,2,2,NA,1,NA,macrolide,Erythromycin,1,2,0,,2,NA,NA,0,NA,NA,NA,73,western_europe,8,high_income,1,ITALY,italy,Italy,ITA,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,5/1/05,PCV13,2012,1/1/12,NA,1,7 to 13,PCV7,5/1/05,1/1/12,2005
371,101,1222,,,Italy,"North-West Lombardy, including Milan",,0,2012,Riva E,10.1186/1471-2334-12-106,2008,9,2009,9,NR,0,5,1,2,2,NA,1,NA,macrolide,Erythromycin,7F,2,0,,2,NA,NA,0,NA,NA,NA,73,western_europe,8,high_income,1,ITALY,italy,Italy,ITA,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,5/1/05,PCV13,2012,1/1/12,NA,1,7 to 13,PCV7,5/1/05,1/1/12,2005
372,102,1222,,,Italy,"North-West Lombardy, including Milan",,0,2012,Riva E,10.1186/1471-2334-12-106,2008,9,2009,9,NR,0,5,1,2,2,NA,1,NA,macrolide,Erythromycin,19F,2,2,,2,NA,NA,1,NA,NA,NA,73,western_europe,8,high_income,1,ITALY,italy,Italy,ITA,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,5/1/05,PCV13,2012,1/1/12,NA,1,7 to 13,PCV7,5/1/05,1/1/12,2005
373,103,1222,,,Italy,"North-West Lombardy, including Milan",,0,2012,Riva E,10.1186/1471-2334-12-106,2008,9,2009,9,NR,0,5,1,2,2,NA,1,NA,macrolide,Erythromycin,14,1,1,,1,NA,NA,1,NA,NA,NA,73,western_europe,8,high_income,1,ITALY,italy,Italy,ITA,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,5/1/05,PCV13,2012,1/1/12,NA,1,7 to 13,PCV7,5/1/05,1/1/12,2005
374,104,1222,,,Italy,"North-West Lombardy, including Milan",,0,2012,Riva E,10.1186/1471-2334-12-106,2008,9,2009,9,NR,0,5,1,2,2,NA,1,NA,macrolide,Erythromycin,23F,1,0,,1,NA,NA,0,NA,NA,NA,73,western_europe,8,high_income,1,ITALY,italy,Italy,ITA,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,5/1/05,PCV13,2012,1/1/12,NA,1,7 to 13,PCV7,5/1/05,1/1/12,2005
375,105,1222,,,Italy,"North-West Lombardy, including Milan",,0,2012,Riva E,10.1186/1471-2334-12-106,2008,9,2009,9,NR,0,5,1,2,2,NA,1,NA,macrolide,Erythromycin,12B,1,0,,1,NA,NA,0,NA,NA,NA,73,western_europe,8,high_income,1,ITALY,italy,Italy,ITA,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,5/1/05,PCV13,2012,1/1/12,NA,1,7 to 13,PCV7,5/1/05,1/1/12,2005
376,106,1222,,,Italy,"North-West Lombardy, including Milan",,0,2012,Riva E,10.1186/1471-2334-12-106,2008,9,2009,9,NR,0,5,1,2,2,NA,1,NA,macrolide,Erythromycin,15C,1,0,,1,NA,NA,0,NA,NA,NA,73,western_europe,8,high_income,1,ITALY,italy,Italy,ITA,Non-Gavi,EURO,High income,Introduced into national immunization program,Universal,5/1/05,PCV13,2012,1/1/12,NA,1,7 to 13,PCV7,5/1/05,1/1/12,2005
377,107,1135,A,Accra,Ghana,Accra,,0,2013,Dayie NTKD,10.1186/1471-2334-13-490,2011,3,2011,7,varies,0,6,0,1,1,NA,2,NA,penicillin,Penicillin,PCV7,57,30,0,57,30,NA,0.52631579,0,0.52631579,NA,199,western_subsaharan_africa,21,sub_saharan_africa,3,GHANA,ghana,Ghana,GHA,Gavi,AFRO,Lower middle income,Introduced into national immunization program,Universal,4/26/12,PCV13,NA,4/26/12,NA,0,,,,,2012
378,108,1135,A,Accra,Ghana,Accra,,0,2013,Dayie NTKD,10.1186/1471-2334-13-490,2011,3,2011,7,varies,0,6,0,1,1,NA,2,NA,penicillin,Penicillin,PCV10,58,30,0,58,30,NA,0.517241379,0,0.517241379,NA,199,western_subsaharan_africa,21,sub_saharan_africa,3,GHANA,ghana,Ghana,GHA,Gavi,AFRO,Lower middle income,Introduced into national immunization program,Universal,4/26/12,PCV13,NA,4/26/12,NA,0,,,,,2012
379,109,1135,A,Accra,Ghana,Accra,,0,2013,Dayie NTKD,10.1186/1471-2334-13-490,2011,3,2011,7,varies,0,6,0,1,1,NA,2,NA,penicillin,Penicillin,PCV13,74,40,0,74,40,NA,0.540540541,0,0.540540541,NA,199,western_subsaharan_africa,21,sub_saharan_africa,3,GHANA,ghana,Ghana,GHA,Gavi,AFRO,Lower middle income,Introduced into national immunization program,Universal,4/26/12,PCV13,NA,4/26/12,NA,0,,,,,2012
380,110,1135,A,Accra,Ghana,Accra,,0,2013,Dayie NTKD,10.1186/1471-2334-13-490,2011,3,2011,7,varies,0,6,0,1,1,NA,2,NA,penicillin,Penicillin,NVT,79,27,0,79,27,NA,0.341772152,0,0.341772152,NA,199,western_subsaharan_africa,21,sub_saharan_africa,3,GHANA,ghana,Ghana,GHA,Gavi,AFRO,Lower middle income,Introduced into national immunization program,Universal,4/26/12,PCV13,NA,4/26/12,NA,0,,,,,2012
381,111,1135,B,Tamale,Ghana,Tamale,,0,2013,Dayie NTKD,10.1186/1471-2334-13-490,2011,3,2011,7,varies,0,6,0,1,1,NA,2,NA,penicillin,Penicillin,PCV7,46,20,1,45,19,NA,0.434782609,0.02173913,0.413043478,NA,199,western_subsaharan_africa,21,sub_saharan_africa,3,GHANA,ghana,Ghana,GHA,Gavi,AFRO,Lower middle income,Introduced into national immunization program,Universal,4/26/12,PCV13,NA,4/26/12,NA,0,,,,,2012
382,112,1135,B,Tamale,Ghana,Tamale,,0,2013,Dayie NTKD,10.1186/1471-2334-13-490,2011,3,2011,7,varies,0,6,0,1,1,NA,2,NA,penicillin,Penicillin,PCV10,46,20,1,45,19,NA,0.434782609,0.02173913,0.413043478,NA,199,western_subsaharan_africa,21,sub_saharan_africa,3,GHANA,ghana,Ghana,GHA,Gavi,AFRO,Lower middle income,Introduced into national immunization program,Universal,4/26/12,PCV13,NA,4/26/12,NA,0,,,,,2012
383,113,1135,B,Tamale,Ghana,Tamale,,0,2013,Dayie NTKD,10.1186/1471-2334-13-490,2011,3,2011,7,varies,0,6,0,1,1,NA,2,NA,penicillin,Penicillin,PCV13,69,34,2,67,32,NA,0.492753623,0.028985507,0.463768116,NA,199,western_subsaharan_africa,21,sub_saharan_africa,3,GHANA,ghana,Ghana,GHA,Gavi,AFRO,Lower middle income,Introduced into national immunization program,Universal,4/26/12,PCV13,NA,4/26/12,NA,0,,,,,2012
384,114,1135,B,Tamale,Ghana,Tamale,,0,2013,Dayie NTKD,10.1186/1471-2334-13-490,2011,3,2011,7,varies,0,6,0,1,1,NA,2,NA,penicillin,Penicillin,NVT,66,31,0,66,31,NA,0.46969697,0,0.46969697,NA,199,western_subsaharan_africa,21,sub_saharan_africa,3,GHANA,ghana,Ghana,GHA,Gavi,AFRO,Lower middle income,Introduced into national immunization program,Universal,4/26/12,PCV13,NA,4/26/12,NA,0,,,,,2012
385,115,1072,,,China,,,0,2013,Liu C,10.1371/journal.pone.0054254,2009,1,2011,12,NR,0,5,1,2,2,NA,1,NA,penicillin,Penicillin,19A,25,NA,17,8,NA,NA,NA,0.68,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
386,116,1072,,,China,,,0,2013,Liu C,10.1371/journal.pone.0054254,2009,1,2011,12,NR,0,5,1,2,2,NA,1,NA,penicillin,Penicillin,19F,7,NA,2,5,NA,NA,NA,0.285714286,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
387,117,1072,,,China,,,0,2013,Liu C,10.1371/journal.pone.0054254,2009,1,2011,12,NR,0,5,1,2,2,NA,1,NA,penicillin,Penicillin,14,12,NA,2,10,NA,NA,NA,0.166666667,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
388,118,1072,,,China,,,0,2013,Liu C,10.1371/journal.pone.0054254,2009,1,2011,12,NR,0,5,1,2,2,NA,1,NA,penicillin,Penicillin,23F,6,NA,5,1,NA,NA,NA,0.833333333,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
389,119,1072,,,China,,,0,2013,Liu C,10.1371/journal.pone.0054254,2009,1,2011,12,NR,0,5,1,2,2,NA,1,NA,macrolide,Erythromycin,19A,25,NA,25,0,NA,NA,NA,1,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
390,120,1072,,,China,,,0,2013,Liu C,10.1371/journal.pone.0054254,2009,1,2011,12,NR,0,5,1,2,2,NA,1,NA,macrolide,Erythromycin,19F,7,NA,7,0,NA,NA,NA,1,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
391,121,1072,,,China,,,0,2013,Liu C,10.1371/journal.pone.0054254,2009,1,2011,12,NR,0,5,1,2,2,NA,1,NA,macrolide,Erythromycin,14,12,NA,12,0,NA,NA,NA,1,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
392,122,1072,,,China,,,0,2013,Liu C,10.1371/journal.pone.0054254,2009,1,2011,12,NR,0,5,1,2,2,NA,1,NA,macrolide,Erythromycin,23F,6,NA,6,0,NA,NA,NA,1,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
393,123,1072,,,China,,,0,2013,Liu C,10.1371/journal.pone.0054254,2009,1,2011,12,NR,0,5,1,2,2,NA,1,NA,SXT,SXT,19A,25,NA,25,0,NA,NA,NA,1,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
394,124,1072,,,China,,,0,2013,Liu C,10.1371/journal.pone.0054254,2009,1,2011,12,NR,0,5,1,2,2,NA,1,NA,SXT,SXT,19F,7,NA,7,0,NA,NA,NA,1,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
395,125,1072,,,China,,,0,2013,Liu C,10.1371/journal.pone.0054254,2009,1,2011,12,NR,0,5,1,2,2,NA,1,NA,SXT,SXT,14,12,NA,6,6,NA,NA,NA,0.5,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
396,126,1072,,,China,,,0,2013,Liu C,10.1371/journal.pone.0054254,2009,1,2011,12,NR,0,5,1,2,2,NA,1,NA,SXT,SXT,23F,6,NA,5,1,NA,NA,NA,0.833333333,NA,NA,5,east_asia,15,seasia_easia_oceania,6,CHINA,china,China,CHN,Non-Gavi,WPRO,Upper middle income,No Decision,None,,,NA,,NA,0,,,,,NA
397,127,1043,A,pre PCV7,Australia,New South Wales,,0,2012,Oftadeh S,10.1017/S095026881200218X,2002,NA,2004,NA,No,0,5,1,2,1,NA,1,NA,penicillin,Penicillin,14,256,35,11,245,24,NA,0.13671875,0.04296875,0.09375,NA,70,australasia,4,high_income,1,AUSTRALIA,australia,Australia,AUS,Non-Gavi,WPRO,High income,Introduced into national immunization program,Universal,1/1/05,PCV13,2011,1/1/11,NA,1,PCV7 to PCV13,PCV7,1/1/05,1/1/11,2005
398,128,1043,A,pre PCV7,Australia,New South Wales,,0,2012,Oftadeh S,10.1017/S095026881200218X,2002,NA,2004,NA,No,0,5,1,2,1,NA,1,NA,penicillin,Penicillin,19F,91,39,26,65,13,NA,0.428571429,0.285714286,0.142857143,NA,70,australasia,4,high_income,1,AUSTRALIA,australia,Australia,AUS,Non-Gavi,WPRO,High income,Introduced into national immunization program,Universal,1/1/05,PCV13,2011,1/1/11,NA,1,PCV7 to PCV13,PCV7,1/1/05,1/1/11,2005
399,129,1043,A,pre PCV7,Australia,New South Wales,,0,2012,Oftadeh S,10.1017/S095026881200218X,2002,NA,2004,NA,No,0,5,1,2,1,NA,1,NA,penicillin,Penicillin,6B,88,24,4,84,20,NA,0.272727273,0.045454545,0.227272727,NA,70,australasia,4,high_income,1,AUSTRALIA,australia,Australia,AUS,Non-Gavi,WPRO,High income,Introduced into national immunization program,Universal,1/1/05,PCV13,2011,1/1/11,NA,1,PCV7 to PCV13,PCV7,1/1/05,1/1/11,2005
400,130,1043,A,pre PCV7,Australia,New South Wales,,0,2012,Oftadeh S,10.1017/S095026881200218X,2002,NA,2004,NA,No,0,5,1,2,1,NA,1,NA,penicillin,Penicillin,4,55,2,1,54,1,NA,0.036363636,0.018181818,0.018181818,NA,70,australasia,4,high_income,1,AUSTRALIA,australia,Australia,AUS,Non-Gavi,WPRO,High income,Introduced into national immunization program,Universal,1/1/05,PCV13,2011,1/1/11,NA,1,PCV7 to PCV13,PCV7,1/1/05,1/1/11,2005
401,131,1043,A,pre PCV7,Australia,New South Wales,,0,2012,Oftadeh S,10.1017/S095026881200218X,2002,NA,2004,NA,No,0,5,1,2,1,NA,1,NA,penicillin,Penicillin,23F,43,5,2,41,3,NA,0.11627907,0.046511628,0.069767442,NA,70,australasia,4,high_income,1,AUSTRALIA,australia,Australia,AUS,Non-Gavi,WPRO,High income,Introduced into national immunization program,Universal,1/1/05,PCV13,2011,1/1/11,NA,1,PCV7 to PCV13,PCV7,1/1/05,1/1/11,2005
402,132,1043,A,pre PCV7,Australia,New South Wales,,0,2012,Oftadeh S,10.1017/S095026881200218X,2002,NA,2004,NA,No,0,5,1,2,1,NA,1,NA,penicillin,Penicillin,9V,41,32,28,13,4,NA,0.780487805,0.682926829,0.097560976,NA,70,australasia,4,high_income,1,AUSTRALIA,australia,Australia,AUS,Non-Gavi,WPRO,High income,Introduced into national immunization program,Universal,1/1/05,PCV13,2011,1/1/11,NA,1,PCV7 to PCV13,PCV7,1/1/05,1/1/11,2005
403,133,1043,A,pre PCV7,Australia,New South Wales,,0,2012,Oftadeh S,10.1017/S095026881200218X,2002,NA,2004,NA,No,0,5,1,2,1,NA,1,NA,penicillin,Penicillin,18C,56,8,3,53,5,NA,0.142857143,0.053571429,0.089285714,NA,70,australasia,4,high_income,1,AUSTRALIA,australia,Australia,AUS,Non-Gavi,WPRO,High income,Introduced into national immunization program,Universal,1/1/05,PCV13,2011,1/1/11,NA,1,PCV7 to PCV13,PCV7,1/1/05,1/1/11,2005
404,134,1043,A,pre PCV7,Australia,New South Wales,,0,2012,Oftadeh S,10.1017/S095026881200218X,2002,NA,2004,NA,No,0,5,1,2,1,NA,1,NA,penicillin,Penicillin,19A,26,15,3,23,12,NA,0.576923077,0.115384615,0.461538462,NA,70,australasia,4,high_income,1,AUSTRALIA,australia,Australia,AUS,Non-Gavi,WPRO,High income,Introduced into national immunization program,Universal,1/1/05,PCV13,2011,1/1/11,NA,1,PCV7 to PCV13,PCV7,1/1/05,1/1/11,2005
405,135,1043,A,pre PCV7,Australia,New South Wales,,0,2012,Oftadeh S,10.1017/S095026881200218X,2002,NA,2004,NA,No,0,5,1,2,1,NA,1,NA,macrolide,Erythromycin,14,256,NA,142,114,NA,NA,NA,0.5546875,NA,NA,70,australasia,4,high_income,1,AUSTRALIA,australia,Australia,AUS,Non-Gavi,WPRO,High income,Introduced into national immunization program,Universal,1/1/05,PCV13,2011,1/1/11,NA,1,PCV7 to PCV13,PCV7,1/1/05,1/1/11,2005
