rowID,studyID,arm_id,arm_des,data_source,abstractor,country,city,special_pop_description,special_pop,pub_year,author,doi,sample_collection_startyear,sample_collection_startmo,sample_collection_endyear,sample_collection_endmo,pop_vac,age_min,age_max,isolate_type,isolate_col,method_1,method_2,criteria,criteria_specify,drug_class,drug,total_isolates_drug,no_ns,no_res,no_int,no_sus,perc_ns,perc_res,perc_int,perc_sus
342,1471,B,2006,1,B,Greece,"Larissa, Volos, Trikala and Karditsa",4 largest cities of Central Greece,1,2011,Grivea IN,10.1016/j.vaccine.2011.09.074.,2006,2,2006,4,Yes,0,18,0,1,1,2,1,,lincosamides,Clindamycin,107,0,,,,0,,,
343,1471,B,2006,1,B,Greece,"Larissa, Volos, Trikala and Karditsa",4 largest cities of Central Greece,1,2011,Grivea IN,10.1016/j.vaccine.2011.09.074.,2006,2,2006,4,Yes,0,18,0,1,1,2,1,,3gen_cephalosporin,Cefotaxime,107,10,,,,0.093457944,,,
344,1471,C,2007,1,B,Greece,"Larissa, Volos, Trikala and Karditsa",4 largest cities of Central Greece,1,2011,Grivea IN,10.1016/j.vaccine.2011.09.074.,2007,,2007,,Yes,0,18,0,1,1,2,1,,penicillin,Penicillin- Parenteral,228,0,,,,0,,,
345,1471,C,2007,1,B,Greece,"Larissa, Volos, Trikala and Karditsa",4 largest cities of Central Greece,1,2011,Grivea IN,10.1016/j.vaccine.2011.09.074.,2007,,2007,,Yes,0,18,0,1,1,2,1,,macrolide,Erythromycin,228,31,,,,0.135964912,,,
346,1471,C,2007,1,B,Greece,"Larissa, Volos, Trikala and Karditsa",4 largest cities of Central Greece,1,2011,Grivea IN,10.1016/j.vaccine.2011.09.074.,2007,,2007,,Yes,0,18,0,1,1,2,1,,tetracycline,Tetracycline,228,9,,,,0.039473684,,,
347,1471,C,2007,1,B,Greece,"Larissa, Volos, Trikala and Karditsa",4 largest cities of Central Greece,1,2011,Grivea IN,10.1016/j.vaccine.2011.09.074.,2007,,2007,,Yes,0,18,0,1,1,2,1,,SXT,SXT,228,32,,,,0.140350877,,,
348,1471,C,2007,1,B,Greece,"Larissa, Volos, Trikala and Karditsa",4 largest cities of Central Greece,1,2011,Grivea IN,10.1016/j.vaccine.2011.09.074.,2007,,2007,,Yes,0,18,0,1,1,2,1,,chloramphenicol,Chloramphenicol,228,0,,,,0,,,
349,1471,C,2007,1,B,Greece,"Larissa, Volos, Trikala and Karditsa",4 largest cities of Central Greece,1,2011,Grivea IN,10.1016/j.vaccine.2011.09.074.,2007,,2007,,Yes,0,18,0,1,1,2,1,,lincosamides,Clindamycin,228,3,,,,0.013157895,,,
350,1471,C,2007,1,B,Greece,"Larissa, Volos, Trikala and Karditsa",4 largest cities of Central Greece,1,2011,Grivea IN,10.1016/j.vaccine.2011.09.074.,2007,,2007,,Yes,0,18,0,1,1,2,1,,3gen_cephalosporin,Cefotaxime,228,0,,,,0,,,
351,1471,D,2009,1,B,Greece,"Larissa, Volos, Trikala and Karditsa",4 largest cities of Central Greece,1,2011,Grivea IN,10.1016/j.vaccine.2011.09.074.,2009,,2009,,Yes,0,18,0,1,1,2,1,,penicillin,Penicillin- Parenteral,267,0,,,,0,,,
352,1471,D,2009,1,B,Greece,"Larissa, Volos, Trikala and Karditsa",4 largest cities of Central Greece,1,2011,Grivea IN,10.1016/j.vaccine.2011.09.074.,2009,,2009,,Yes,0,18,0,1,1,2,1,,macrolide,Erythromycin,267,36,,,,0.134831461,,,
353,1471,D,2009,1,B,Greece,"Larissa, Volos, Trikala and Karditsa",4 largest cities of Central Greece,1,2011,Grivea IN,10.1016/j.vaccine.2011.09.074.,2009,,2009,,Yes,0,18,0,1,1,2,1,,tetracycline,Tetracycline,267,19,,,,0.071161049,,,
354,1471,D,2009,1,B,Greece,"Larissa, Volos, Trikala and Karditsa",4 largest cities of Central Greece,1,2011,Grivea IN,10.1016/j.vaccine.2011.09.074.,2009,,2009,,Yes,0,18,0,1,1,2,1,,SXT,SXT,267,86,,,,0.322097378,,,
355,1471,D,2009,1,B,Greece,"Larissa, Volos, Trikala and Karditsa",4 largest cities of Central Greece,1,2011,Grivea IN,10.1016/j.vaccine.2011.09.074.,2009,,2009,,Yes,0,18,0,1,1,2,1,,chloramphenicol,Chloramphenicol,267,3,,,,0.011235955,,,
356,1471,D,2009,1,B,Greece,"Larissa, Volos, Trikala and Karditsa",4 largest cities of Central Greece,1,2011,Grivea IN,10.1016/j.vaccine.2011.09.074.,2009,,2009,,Yes,0,18,0,1,1,2,1,,lincosamides,Clindamycin,267,15,,,,0.056179775,,,
357,1471,D,2009,1,B,Greece,"Larissa, Volos, Trikala and Karditsa",4 largest cities of Central Greece,1,2011,Grivea IN,10.1016/j.vaccine.2011.09.074.,2009,,2009,,Yes,0,18,0,1,1,2,1,,3gen_cephalosporin,Cefotaxime,267,33,,,,0.123595506,,,
358,1492,,,1,B,Malawi,,,0,2011,Cornick JE,10.3201/eid1706.101404,2004,,2006,,No,0.17,16,1,2,3,,1,,penicillin,Penicillin,176,0,0,0,176,0,0,,
359,1492,,,1,B,Malawi,,,0,2011,Cornick JE,10.3201/eid1706.101404,2004,,2006,,No,0.17,16,1,2,3,,1,,chloramphenicol,Chloramphenicol,176,47,47,,129,0.267045455,0.267045455,,
360,1492,,,1,B,Malawi,,,0,2011,Cornick JE,10.3201/eid1706.101404,2004,,2006,,No,0.17,16,1,2,3,,1,,3gen_cephalosporin,Ceftriaxone,176,0,0,0,176,0,0,,
361,1507,,,1,B,India,West Bengal,,0,2010,Bhattacharya SD,10.1007/s12098-010-0310-z,2008,,2009,,No,0,18,0,1,1,4,1,,penicillin,Oxacillin,42,14,,,,0.333333333,,,
362,1507,,,1,B,India,West Bengal,,0,2010,Bhattacharya SD,10.1007/s12098-010-0310-z,2008,,2009,,No,0,18,0,1,1,4,1,,macrolide,Erythromycin,42,7,,,,0.166666667,,,
363,1507,,,1,B,India,West Bengal,,0,2010,Bhattacharya SD,10.1007/s12098-010-0310-z,2008,,2009,,No,0,18,0,1,1,4,1,,macrolide,Azithromycin,42,20,,,,0.476190476,,,
364,1507,,,1,B,India,West Bengal,,0,2010,Bhattacharya SD,10.1007/s12098-010-0310-z,2008,,2009,,No,0,18,0,1,1,4,1,,SXT,SXT,42,,42,,,,1,,
365,1507,,,1,B,India,West Bengal,,0,2010,Bhattacharya SD,10.1007/s12098-010-0310-z,2008,,2009,,No,0,18,0,1,1,4,1,,chloramphenicol,Chloramphenicol,42,12,,,,0.285714286,,,
366,1507,,,1,B,India,West Bengal,,0,2010,Bhattacharya SD,10.1007/s12098-010-0310-z,2008,,2009,,No,0,18,0,1,1,4,1,,3gen_cephalosporin,Cefotaxime,42,,18,,,,0.428571429,,
367,1507,,,1,B,India,West Bengal,,0,2010,Bhattacharya SD,10.1007/s12098-010-0310-z,2008,,2009,,No,0,18,0,1,1,4,1,,3gen_cephalosporin,Ceftriaxone,42,,12,,,,0.285714286,,
368,1523,,,1,B,Saudi Arabia,southern region,,0,2011,Al Ayed MS,10.4103/0256-4947.84623.,2001,,2007,,No,0.17,12,1,2,3,,1,,penicillin,Penicillin,49,,1,,,,0.020408163,,
369,1523,,,1,B,Saudi Arabia,southern region,,0,2011,Al Ayed MS,10.4103/0256-4947.84623.,2001,,2007,,No,0.17,12,1,2,3,,1,,macrolide,Erythromycin,48,,16,,,,0.333333333,,
370,1523,,,1,B,Saudi Arabia,southern region,,0,2011,Al Ayed MS,10.4103/0256-4947.84623.,2001,,2007,,No,0.17,12,1,2,3,,1,,tetracycline,Tetracycline,39,,15,,,,0.384615385,,
371,1523,,,1,B,Saudi Arabia,southern region,,0,2011,Al Ayed MS,10.4103/0256-4947.84623.,2001,,2007,,No,0.17,12,1,2,3,,1,,SXT,SXT,38,,24,,,,0.631578947,,
372,1539,A,PCV7 Serotypes (2006),1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2006,9,2006,11,Yes,0,18,0,1,1,,1,,penicillin,Penicillin,242,,5,,,,0.020661157,,
373,1539,A,PCV7 Serotypes (2006),1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2006,9,2006,11,Yes,0,18,0,1,1,,1,,macrolide,Erythromycin,242,,27,,,,0.111570248,,
374,1539,A,PCV7 Serotypes (2006),1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2006,9,2006,11,Yes,0,18,0,1,1,,1,,tetracycline,Tetracycline,242,,29,,,,0.119834711,,
375,1539,A,PCV7 Serotypes (2006),1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2006,9,2006,11,Yes,0,18,0,1,1,,1,,SXT,SXT,242,,3,,,,0.012396694,,
376,1539,A,PCV7 Serotypes (2006),1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2006,9,2006,11,Yes,0,18,0,1,1,,1,,lincosamides,Clindamycin,242,,10,,,,0.041322314,,
377,1539,B,PCV7 Serotypes (2008),1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2008,9,2008,10,Yes,0,18,0,1,1,,1,,penicillin,Penicillin,117,,7,,,,0.05982906,,
378,1539,B,PCV7 Serotypes (2008),1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2008,9,2008,10,Yes,0,18,0,1,1,,1,,macrolide,Erythromycin,117,,15,,,,0.128205128,,
379,1539,B,PCV7 Serotypes (2008),1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2008,9,2008,10,Yes,0,18,0,1,1,,1,,tetracycline,Tetracycline,117,,32,,,,0.273504274,,
380,1539,B,PCV7 Serotypes (2008),1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2008,9,2008,10,Yes,0,18,0,1,1,,1,,SXT,SXT,117,,3,,,,0.025641026,,
381,1539,B,PCV7 Serotypes (2008),1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2008,9,2008,10,Yes,0,18,0,1,1,,1,,lincosamides,Clindamycin,117,,8,,,,0.068376068,,
382,1539,C,non-PCV7 Serotypes (2006),1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2006,9,2006,11,Yes,0,18,0,1,1,,1,,penicillin,Penicillin,297,,4,,,,0.013468013,,
383,1539,C,non-PCV7 Serotypes (2006),1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2006,9,2006,11,Yes,0,18,0,1,1,,1,,macrolide,Erythromycin,297,,15,,,,0.050505051,,
384,1539,C,non-PCV7 Serotypes (2006),1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2006,9,2006,11,Yes,0,18,0,1,1,,1,,tetracycline,Tetracycline,297,,32,,,,0.107744108,,
385,1539,C,non-PCV7 Serotypes (2006),1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2006,9,2006,11,Yes,0,18,0,1,1,,1,,SXT,SXT,297,,22,,,,0.074074074,,
386,1539,C,non-PCV7 Serotypes (2006),1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2006,9,2006,11,Yes,0,18,0,1,1,,1,,lincosamides,Clindamycin,297,,8,,,,0.026936027,,
387,1539,D,non-PCV7 Serotypes (2008,1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2008,9,2008,10,Yes,0,18,0,1,1,,1,,penicillin,Penicillin,446,,4,,,,0.00896861,,
388,1539,D,non-PCV7 Serotypes (2008,1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2008,9,2008,10,Yes,0,18,0,1,1,,1,,macrolide,Erythromycin,446,,3,,,,0.006726457,,
389,1539,D,non-PCV7 Serotypes (2008,1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2008,9,2008,10,Yes,0,18,0,1,1,,1,,tetracycline,Tetracycline,117,,3,,,,0.025641026,,
390,1539,D,non-PCV7 Serotypes (2008,1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2008,9,2008,10,Yes,0,18,0,1,1,,1,,SXT,SXT,117,,3,,,,0.025641026,,
391,1539,D,non-PCV7 Serotypes (2008,1,B,Norway,suburban areas around Oslo,,0,2010,Vestrheim DF,10.1128/CVI.00435-09.,2008,9,2008,10,Yes,0,18,0,1,1,,1,,lincosamides,Clindamycin,446,,2,,,,0.004484305,,
392,1562,,,1,B,Ghana,,,0,2010,Schwarz NG,10.1186/1471-2334-10-319.,2007,,2009,,No,0.17,5,0,1,1,,1,,penicillin,Amoxicillin,20,4,,,16,0.2,,,0.8
393,1562,,,1,B,Ghana,,,0,2010,Schwarz NG,10.1186/1471-2334-10-319.,2007,,2009,,No,0.17,5,0,1,1,,1,,tetracycline,Tetracycline,16,12,,,4,0.75,,,0.25
394,1562,,,1,B,Ghana,,,0,2010,Schwarz NG,10.1186/1471-2334-10-319.,2007,,2009,,No,0.17,5,0,1,1,,1,,ciprofloxacin,Ciprofloxacin,19,9,,,10,0.473684211,,,0.526
395,1562,,,1,B,Ghana,,,0,2010,Schwarz NG,10.1186/1471-2334-10-319.,2007,,2009,,No,0.17,5,0,1,1,,1,,SXT,SXT,17,17,,,0,1,,,0
396,1562,,,1,B,Ghana,,,0,2010,Schwarz NG,10.1186/1471-2334-10-319.,2007,,2009,,No,0.17,5,0,1,1,,1,,chloramphenicol,Chloramphenicol,18,2,,,16,0.111111111,,,0.899
397,1562,,,1,B,Ghana,,,0,2010,Schwarz NG,10.1186/1471-2334-10-319.,2007,,2009,,No,0.17,5,0,1,1,,1,,3gen_cephalosporin,Ceftriaxone,14,0,,,14,0,,,1
398,1562,,,1,B,Ghana,,,0,2010,Schwarz NG,10.1186/1471-2334-10-319.,2007,,2009,,No,0.17,5,0,1,1,,1,,2gen_cephalosporin,Cefuroxime,6,0,,,6,0,,,1
399,1582,,,1,B,Peru,Lima,,0,2010,Ochoa TJ,10.1590/s1020-49892010000800008,2006,,2008,,No,0,16,1,2,2,,1,,penicillin,Penicillin,101,23,22,1,78,0.227722772,0.217821782,,
400,1582,,,1,B,Peru,Lima,,0,2010,Ochoa TJ,10.1590/s1020-49892010000800008,2006,,2008,,No,0,16,1,2,2,,1,,macrolide,Erythromycin,101,25,25,0,76,0.247524753,0.247524753,,
401,1582,,,1,B,Peru,Lima,,0,2010,Ochoa TJ,10.1590/s1020-49892010000800008,2006,,2008,,No,0,16,1,2,2,,1,,SXT,SXT,101,77,64,13,24,0.762376238,0.633663366,,
402,1582,,,1,B,Peru,Lima,,0,2010,Ochoa TJ,10.1590/s1020-49892010000800008,2006,,2008,,No,0,16,1,2,2,,1,,chloramphenicol,Chloramphenicol,101,12,12,,89,0.118811881,0.118811881,,
403,1582,,,1,B,Peru,Lima,,0,2010,Ochoa TJ,10.1590/s1020-49892010000800008,2006,,2008,,No,0,16,1,2,2,,1,,3gen_cephalosporin,Ceftriaxone,101,12,3,9,89,0.118811881,0.02970297,,
404,1626,,,1,B,China,Taiwan,,0,2010,Janapatla RP,10.1097/INF.0b013e3181cb45f3.,2005,,2007,,No,1,9,1,2,2,,1,,penicillin,Penicillin,95,36,,,,0.378947368,,,
405,1626,,,1,B,China,Taiwan,,0,2010,Janapatla RP,10.1097/INF.0b013e3181cb45f3.,2005,,2007,,No,1,9,1,2,2,,1,,macrolide,Erythromycin,95,89,,,,0.936842105,,,
406,1626,,,1,B,China,Taiwan,,0,2010,Janapatla RP,10.1097/INF.0b013e3181cb45f3.,2005,,2007,,No,1,9,1,2,2,,1,,3gen_cephalosporin,Ceftriaxone,95,34,,,,0.357894737,,,
407,1628,A,<= 60 days,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,0,0.16,1,2,7,,1,,penicillin,Penicillin,55,0,0,0,,0,0,,
408,1628,A,<= 60 days,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,0,0.16,1,2,7,,1,,penicillin,Amoxicillin,55,0,0,0,,0,0,,
409,1628,A,<= 60 days,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,0,0.16,1,2,7,,1,,macrolide,Macrolides,87,13,13,0,,0.149425287,0.149,0,
410,1628,A,<= 60 days,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,0,0.16,1,2,7,,1,,lincosamides,Clindamycin,87,4,4,0,,0.045977011,0.046,0,
411,1628,A,<= 60 days,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,0,0.16,1,2,7,,1,,3gen_cephalosporin,Cefotaxime,55,0,0,0,,0,0,0,
412,1628,B,60 days - 23 months,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,0.17,1.92,1,2,7,,1,,penicillin,Penicillin,796,0,0,0,,0,0,,
413,1628,B,60 days - 23 months,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,0.17,1.92,1,2,7,,1,,penicillin,Amoxicillin,746,3,1,2,,0.004021448,0.001,0.003,
414,1628,B,60 days - 23 months,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,0.17,1.92,1,2,7,,1,,macrolide,Macrolides,1277,393,392,1,,0.307752545,0.307,0.001,
415,1628,B,60 days - 23 months,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,0.17,1.92,1,2,7,,1,,lincosamides,Clindamycin,1255,92,89,3,,0.073306773,0.071,0.002,
416,1628,B,60 days - 23 months,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,0.17,1.92,1,2,7,,1,,3gen_cephalosporin,Cefotaxime,795,2,0,2,,0.002515723,0,0.003,
417,1628,C,24 - 59 months,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,2,4.92,1,2,7,,1,,penicillin,Penicillin,391,0,0,0,,0,0,,
418,1628,C,24 - 59 months,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,2,4.92,1,2,7,,1,,penicillin,Amoxicillin,371,1,0,1,,0.002695418,0,0.003,
419,1628,C,24 - 59 months,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,2,4.92,1,2,7,,1,,macrolide,Macrolides,556,154,153,1,,0.276978417,0.275,0.002,
420,1628,C,24 - 59 months,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,2,4.92,1,2,7,,1,,lincosamides,Clindamycin,557,30,29,1,,0.053859964,0.052,0.002,
421,1628,C,24 - 59 months,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,2,4.92,1,2,7,,1,,3gen_cephalosporin,Cefotaxime,391,3,0,3,,0.007672634,0,0.008,
422,1628,D,60 - 191 months,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,5,15.9,1,2,7,,1,,penicillin,Penicillin,255,0,0,0,,0,0,,
423,1628,D,60 - 191 months,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,5,15.9,1,2,7,,1,,penicillin,Amoxicillin,239,2,1,1,,0.008368201,0.004,0.004,
424,1628,D,60 - 191 months,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,5,15.9,1,2,7,,1,,macrolide,Macrolides,404,45,44,1,,0.111386139,0.11,0.002,
425,1628,D,60 - 191 months,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,5,15.9,1,2,7,,1,,lincosamides,Clindamycin,405,0,0,0,,0,0,0,
426,1628,D,60 - 191 months,1,B,Germany,,,0,2010,Imohl M,10.1016/j.vaccine.2010.04.097.,1992,,2006,,No,5,15.9,1,2,7,,1,,3gen_cephalosporin,Cefotaxime,255,11,11,0,,0.043137255,0.042,0,
427,1629,,,1,B,Germany,,,0,2010,Imohl M,10.1016/j.ijmm.2009.05.005.,1997,,2006,,No,0,16,1,2,3,,1,,penicillin,Penicillin,698,0,0,0,,0,0,,
428,1629,,,1,B,Germany,,,0,2010,Imohl M,10.1016/j.ijmm.2009.05.005.,1997,,2006,,No,0,16,1,2,3,,1,,penicillin,Amoxicillin,1313,4,1,3,,0.003046458,0.001,0.002,
429,1629,,,1,B,Germany,,,0,2010,Imohl M,10.1016/j.ijmm.2009.05.005.,1997,,2006,,No,0,16,1,2,3,,1,,macrolide,Macrolides,2052,538,536,2,,0.262183236,0.261,0.001,
430,1629,,,1,B,Germany,,,0,2010,Imohl M,10.1016/j.ijmm.2009.05.005.,1997,,2006,,No,0,16,1,2,3,,1,,lincosamides,Clindamycin,2051,129,127,2,,0.062896148,0.062,0.001,
431,1629,,,1,B,Germany,,,0,2010,Imohl M,10.1016/j.ijmm.2009.05.005.,1997,,2006,,No,0,16,1,2,3,,1,,3gen_cephalosporin,Cefotaxime,1355,4,0,4,,0.00295203,0,0.003,
432,1630,,,1,B,Germany,,,0,2010,Imohl M,10.1016/j.ijmm.2009.11.004.,1992,,2008,,No,0,16,1,2,3,,1,,penicillin,Penicillin,2977,76,70,6,2901,0.025529056,0.023513604,,
433,1631,A,CSF,1,B,Germany,,,0,2010,Imohl M,10.1186/1471-2180-10-299,1992,,2008,,No,0,16,1,2,3,,1,,macrolide,Macrolides,1824,325,322,3,,0.178,0.177,0.002,
434,1631,B,Blood,1,B,Germany,,,0,2010,Imohl M,10.1186/1471-2180-10-299,1992,,2008,,No,0,16,1,2,3,,1,,macrolide,Macrolides,9352,1487,1459,28,,0.159,0.156,0.003,
435,1631,C,Pleural Fluid,1,B,Germany,,,0,2010,Imohl M,10.1186/1471-2180-10-299,1992,,2008,,No,0,16,1,2,3,,1,,macrolide,Macrolides,252,38,37,1,,0.151,0.147,0.004,
436,1650,A,"Vaccinated Children, Antibiotic use in past 3 months",1,B,Greece,,main urban areas of Central Greece,1,2009,Grivea IN,10.1007/s10096-009-0826-1.,2005,,2007,,Yes,1.08,6.33,0,1,1,2,1,,macrolide,Erythromycin,135,,29,,,,0.214814815,,
437,1650,B,"Vaccinated Children, No Antibiotic use in past 3 months",1,B,Greece,,main urban areas of Central Greece,1,2009,Grivea IN,10.1007/s10096-009-0826-1.,2005,,2007,,Yes,1.08,6.33,0,1,1,2,1,,macrolide,Erythromycin,145,,9,,,,0.062068966,,
438,1650,C,"Unvaccinated Children, Antibiotic Use in past 3 months",1,B,Greece,,main urban areas of Central Greece,1,2009,Grivea IN,10.1007/s10096-009-0826-1.,2005,,2007,,Yes,1.08,6.33,0,1,1,2,1,,macrolide,Erythromycin,266,,60,,,,0.22556391,,
439,1650,D,"Unvaccinated Children, No Antibiotic Use in past 3 months",1,B,Greece,,main urban areas of Central Greece,1,2009,Grivea IN,10.1007/s10096-009-0826-1.,2005,,2007,,Yes,1.08,6.33,0,1,1,2,1,,macrolide,Erythromycin,286,,40,,,,0.13986014,,
440,1651,B,non-meningitis isolates,1,B,Mexico,Mexico City,,0,2010,Gomez-Barreto D,10.1590/S0036-36342010000500006,1997,,2004,,Yes,0,18,0,1,3,,1,,penicillin,Penicillin,116,19,5,14,97,0.163793103,0.043,0.122,0.835
441,1651,B,non-meningitis isolates,1,B,Mexico,Mexico City,,0,2010,Gomez-Barreto D,10.1590/S0036-36342010000500006,1997,,2004,,Yes,0,18,0,1,3,,1,,3gen_cephalosporin,Cefotaxime,116,26,,,90,0.224137931,,,
442,1691,A,2000-2001: PCV7 Serotypes,1,B,Canada,"Newfoundland, Nova Scotia, Quebec, Ontario, Manitoba, Saskatchewan, Alberta and British Columbia",,0,2010,Bettinger JA,10.1016/j.vaccine.2009.12.026.,2000,,2001,,Yes,0,16,1,2,3,,1,,penicillin,Penicillin,639,,101,,,,0.158059468,,
443,1691,B,2000-2001: Non-PCV7 Serotypes,1,B,Canada,"Newfoundland, Nova Scotia, Quebec, Ontario, Manitoba, Saskatchewan, Alberta and British Columbia",,0,2010,Bettinger JA,10.1016/j.vaccine.2009.12.026.,2000,,2001,,Yes,0,16,1,2,3,,1,,penicillin,Penicillin,639,,10,,,,0.015649452,,
444,1691,C,2002-2003: PCV7 Serotypes,1,B,Canada,"Newfoundland, Nova Scotia, Quebec, Ontario, Manitoba, Saskatchewan, Alberta and British Columbia",,0,2010,Bettinger JA,10.1016/j.vaccine.2009.12.026.,2002,1,2003,,Yes,0,16,1,2,3,,1,,penicillin,Penicillin,637,,95,,,,0.149136578,,
445,1691,D,2002-2003: Non-PCV7 Serotypes,1,B,Canada,"Newfoundland, Nova Scotia, Quebec, Ontario, Manitoba, Saskatchewan, Alberta and British Columbia",,0,2010,Bettinger JA,10.1016/j.vaccine.2009.12.026.,2002,1,2003,,Yes,0,16,1,2,3,,1,,penicillin,Penicillin,637,,14,,,,0.021978022,,
446,1691,E,2004-2005 PCV7 Serotypes,1,B,Canada,"Newfoundland, Nova Scotia, Quebec, Ontario, Manitoba, Saskatchewan, Alberta and British Columbia",,0,2010,Bettinger JA,10.1016/j.vaccine.2009.12.026.,2004,,2005,,Yes,0,16,1,2,3,,1,,penicillin,Penicillin,471,,56,,,,0.118895966,,
447,1691,F,2004-2005: Non-PCV7 Serotypes,1,B,Canada,"Newfoundland, Nova Scotia, Quebec, Ontario, Manitoba, Saskatchewan, Alberta and British Columbia",,0,2010,Bettinger JA,10.1016/j.vaccine.2009.12.026.,2004,,2005,,Yes,0,16,1,2,3,,1,,penicillin,Penicillin,471,,22,,,,0.04670913,,
448,1691,G,2006-2007: PCV7 Serotypes,1,B,Canada,"Newfoundland, Nova Scotia, Quebec, Ontario, Manitoba, Saskatchewan, Alberta and British Columbia",,0,2010,Bettinger JA,10.1016/j.vaccine.2009.12.026.,2006,,2007,,Yes,0,16,1,2,3,,1,,penicillin,Penicillin,302,,15,,,,0.049668874,,
449,1691,H,2006-2007: Non-PCV7 Serotypes,1,B,Canada,"Newfoundland, Nova Scotia, Quebec, Ontario, Manitoba, Saskatchewan, Alberta and British Columbia",,0,2010,Bettinger JA,10.1016/j.vaccine.2009.12.026.,2006,,2007,,Yes,0,16,1,2,3,,1,,penicillin,Penicillin,302,,37,,,,0.122516556,,
450,1706,A,1999-2002; <2 years,1,B,Portugal,,,0,2010,Aguiar SI,10.1016/j.vaccine.2010.06.008.,1999,,2002,,No,0,2,1,2,2,,1,,penicillin,Penicillin,61,,28,,,,0.459016393,,
451,1706,A,1999-2002; <2 years,1,B,Portugal,,,0,2010,Aguiar SI,10.1016/j.vaccine.2010.06.008.,1999,,2002,,No,0,2,1,2,2,,1,,macrolide,Erythromycin,61,,10,,,,0.163934426,,
452,1706,A,1999-2002; <2 years,1,B,Portugal,,,0,2010,Aguiar SI,10.1016/j.vaccine.2010.06.008.,1999,,2002,,No,0,2,1,2,2,,1,,tetracycline,Tetracycline,61,,13,,,,0.213114754,,
